公司全名,公司简称,公司规模,融资阶段,区域,职位名称,工作经验,学历要求,工资,职位福利,工作年限,经验,salary,月工资
成都智慧杰科技有限公司,订货助手,少于15人,未融资,,Java开发工程师,3-5年,本科,6K-12K,自由工作时间,"['3', '5']",4.0,"['6', '12']",7.5
成都博智云创科技有限公司,小微钢企信息化系统领导者！,15-50人,不需要融资,高新区,高级java工程师,5-10年,本科,14k-20k,"年终奖,激励股分红,弹性上班,弹性年休假","['5', '10']",7.5,"['14', '20']",15.5
成都信通网易医疗科技发展有限公司,信通,150-500人,未融资,武侯区,中高级JAVA开发工程师,3-5年,本科,8k-15k,"公司氛围好,涨薪幅度大","['3', '5']",4.0,"['8', '15']",9.75
成都镁奥途网络科技有限公司,汽车智能互联先驱、改变汽车生活,50-150人,未融资,高新区,高级JAVA开发工程师,3-5年,本科,10k-18k,"双休,13薪,上升空间大,技术大牛","['3', '5']",4.0,"['10', '18']",12.0
信雅达系统工程股份有限公司,信雅达,2000人以上,上市公司,青羊区,java开发工程师,1-3年,本科,7k-14k,"双休,五险一金,年终奖,餐补","['1', '3']",2.0,"['7', '14']",8.75
成都博智维讯信息技术股份有限公司,博智信息,150-500人,不需要融资,高新区,Java开发,3-5年,大专,10k-15k,双休/餐补/体检/旅游/年终奖,"['3', '5']",4.0,"['10', '15']",11.25
壹玖壹玖酒类平台科技股份有限公司,1919酒类直供,2000人以上,上市公司,武侯区,高级JAVA开发工程师,5-10年,大专,15k-25k,"五险一金,弹性上班,节日福利,项目激励","['5', '10']",7.5,"['15', '25']",17.5
北京思特奇信息技术股份有限公司,思特奇Si-tech,2000人以上,上市公司,高新区,高级java开发工程师,3-5年,本科,9k-13k,七险一金 周末双休 节日福利 绩效奖金,"['3', '5']",4.0,"['9', '13']",10.0
杭州麟云科技有限公司成都分公司,杭州麟云科技成都分公司,50-150人,不需要融资,武侯区,Java开发主管,5-10年,本科,11k-19k,你的亮点,"['5', '10']",7.5,"['11', '19']",13.0
成都新橙北斗智联有限公司,新橙北斗,50-150人,不需要融资,武侯区,Java开发工程师,3-5年,本科,8k-15k,"五险一金,餐补通讯补,定期体检,股权激励","['3', '5']",4.0,"['8', '15']",9.75
成都两个月亮科技有限公司,两个月亮科技有限公司,少于15人,天使轮,高新区,JAVA高级开发工程师,3-5年,本科,15K-25K,"晋升空间大,初创有期权,区块链行业","['3', '5']",4.0,"['15', '25']",17.5
成都华蓉领创科技有限公司,华蓉领创,少于15人,天使轮,高新区,高级java开发工程师,3-5年,本科,8K-12K,已获天使投资，发展前景好,"['3', '5']",4.0,"['8', '12']",9.0
京北方信息技术股份有限公司,京北方,2000人以上,D轮及以上,青羊区,java开发工程师（中高级）,3-5年,本科,8k-12k,五险一金,"['3', '5']",4.0,"['8', '12']",9.0
成都崇古尚珍网络科技有限公司,崇古尚珍,50-150人,不需要融资,高新区,JAVA开发工程师,3-5年,不限,8K-16K,"五险一金,定期体检,弹性工作","['3', '5']",4.0,"['8', '16']",10.0
成都二十六度空间科技有限公司,二十六度空间,50-150人,不需要融资,高新区,Java高级开发,3-5年,本科,15k-25k,"五险一金,带薪年假","['3', '5']",4.0,"['15', '25']",17.5
四川宏力信息科技有限责任公司,宏力科技,15-50人,不需要融资,高新区,中级JAVA工程师,3-5年,本科,9K-15K,"五险一金,带薪年假,免费午餐,节日福利","['3', '5']",4.0,"['9', '15']",10.5
北京天广汇通科技有限公司成都分公司,天广汇通,150-500人,不需要融资,高新区,JAVA高级开发工程师,5-10年,本科,14k-20k,"领导好,六险一金,办公室零食,体检","['5', '10']",7.5,"['14', '20']",15.5
四川华南信息产业股份有限公司,华南信息,150-500人,上市公司,武侯区,java工程师（中级）,1-3年,本科,6k-10k,"五险一金,周末双休,带薪年假","['1', '3']",2.0,"['6', '10']",7.0
成都爆米花互娱科技有限公司,爆米花互娱,15-50人,天使轮,武侯区,中高级Java开发工程师,1-3年,本科,7k-13k,"创业型公司,五险一金,发展空间大,扁平化管理","['1', '3']",2.0,"['7', '13']",8.5
贵阳货车帮科技有限公司,货车帮,2000人以上,B轮,高新区,Java,3-5年,本科,12k-24k,"独角兽,五险一金,发展空间,氛围轻松","['3', '5']",4.0,"['12', '24']",15.0
上海联璧电子科技（集团）有限公司,联璧集团,500-2000人,B轮,锦江区,JAVA高级开发工程师/技术经理,5-10年,本科,13k-18k,"五险一金,弹性工作","['5', '10']",7.5,"['13', '18']",14.25
成都丝语美容咨询有限公司,成都丝语美容,2000人以上,不需要融资,锦江区,高级JAVA工程师,5-10年,大专,10k-20k,"带薪年假,发展空间大,绩效奖金,节日礼物","['5', '10']",7.5,"['10', '20']",12.5
苏州中德宏泰电子科技有限公司成都分公司,中德宏泰,150-500人,上市公司,高新区,Java,不限,大专,6k-12k,五险一金 周末双休 节日福利 出国旅游,[],0.0,"['6', '12']",7.5
北京宏链科技有限公司,宏链科技,50-150人,不需要融资,高新区,高级Java工程师,5-10年,本科,15k-20k,"交通便捷,成长空间大","['5', '10']",7.5,"['15', '20']",16.25
成都四星科技有限公司,四星科技,15-50人,未融资,郫县,中级java开发工程师,1-3年,大专,8k-12k,"福利好,加班少,晋升空间大","['1', '3']",2.0,"['8', '12']",9.0
四川五阳网络科技有限公司,万千商城,150-500人,不需要融资,青羊区,JAVA高级软件工程师,不限,不限,15k-30k,"平台大,初创团队,薪酬高",[],0.0,"['15', '30']",18.75
成都壹千零壹夜网络科技有限公司,成都壹千零壹夜网络科技有限公司,15-50人,A轮,金牛区,Java中高级开发工程师,5-10年,大专,12k-20k,五险一金 期权 周末双休,"['5', '10']",7.5,"['12', '20']",14.0
成都瑞骐金融服务外包有限公司,瑞骐金服,500-2000人,不需要融资,青羊区,高级java开发工程师,5-10年,本科,20k-25k,"五险一金,周末双休,氛围轻松,晋升大","['5', '10']",7.5,"['20', '25']",21.25
成都聚思力信息技术有限公司,成都聚思力信息技术有限公司,500-2000人,上市公司,高新区,JAVA中级开发工程师,3-5年,本科,10k-15k,"六险一金,饭补交通补,医补旅游补,9天年假","['3', '5']",4.0,"['10', '15']",11.25
成都东方闻道科技发展有限公司,东方闻道,150-500人,不需要融资,高新区,JAVA中级工程师,1-3年,本科,10k-15k,"下班早,加班少,福利好,美女多","['1', '3']",2.0,"['10', '15']",11.25
成都翼联科技有限公司,翼联科技,150-500人,不需要融资,成华区,Java开发主管,3-5年,大专,10k-13k,"六险一金,周末双休,年终奖金,项目奖金","['3', '5']",4.0,"['10', '13']",10.75
西藏佳斯特信息技术有限公司,西藏佳斯特,50-150人,天使轮,高新区,高级java开发工程师,3-5年,本科,10k-20k,"薪资好,福利好","['3', '5']",4.0,"['10', '20']",12.5
成都数联铭品科技有限公司,BBD,150-500人,C轮,高新区,java后端工程师,3-5年,本科,15k-25k,"六险一金,周末双休,舒适环境,大牛团队","['3', '5']",4.0,"['15', '25']",17.5
中电九天智能科技有限公司,中电九天智能科技有限公司,50-150人,未融资,双流区,高级Java工程师,5-10年,本科,10k-20k,"六险一金,年度体检,带薪年假,各项福利","['5', '10']",7.5,"['10', '20']",12.5
成都东贯云网络科技有限公司,东贯云,少于15人,不需要融资,锦江区,JAVA高级工程师,3-5年,本科,8k-14k,"节日福利,五险一金,年底双薪,加班补助","['3', '5']",4.0,"['8', '14']",9.5
四川驹马企业管理有限公司,四川驹马,150-500人,B轮,锦江区,高级java工程师,5-10年,大专,15k-22k,轻松的办公氛围，无限的发展可能,"['5', '10']",7.5,"['15', '22']",16.75
成都爱智游科技有限公司,爱智游,15-50人,未融资,高新区,高级Java工程师,3-5年,大专,8k-12k,"五险一金,周末双休,朝九晚六,餐补交补","['3', '5']",4.0,"['8', '12']",9.0
